date,confidence
2005-01-04,0.9293893352602044
2005-01-05,0.9463384946276636
2005-01-06,0.9559996296365382
2005-01-07,0.9666339986158746
2005-01-10,0.9781030179824112
2005-01-11,0.986065445163622
2005-01-12,0.9901338007232446
2005-01-13,0.992376726469053
2005-01-14,0.9930473448735768
2005-01-17,0.9923897550122872
2005-01-18,0.9921481937440184
2005-01-19,0.9922964930837004
2005-01-20,0.9939638687866376
2005-01-21,0.9952612379351876
2005-01-24,0.9957544363834484
2005-01-25,0.99562515911808
2005-01-26,0.9949658386664711
2005-01-27,0.994355773971251
2005-01-28,0.9940132896720186
2005-01-31,0.9927141487447556
2005-02-01,0.991497014018444
2005-02-02,0.9941056810553652
2005-02-03,0.995425163478871
2005-02-04,0.9962678723764752
2005-02-07,0.9967396001542812
2005-02-08,0.996989508775198
2005-02-09,0.9970984040868632
2005-02-10,0.9970217390070606
2005-02-11,0.9969658268887152
2005-02-14,0.996818539621396
2005-02-15,0.996419173987842
2005-02-16,0.9960516209933586
2005-02-17,0.9960231316538024
2005-02-18,0.996062724337295
2005-02-21,0.9956522868395196
2005-02-22,0.99462943100143
2005-02-23,0.9952903431164088
2005-02-24,0.9955671130325024
2005-02-25,0.9956323632176796
2005-02-28,0.9954788576276716
2005-03-01,0.9958917763068778
2005-03-02,0.9957145869186635
2005-03-03,0.9954621764765184
2005-03-04,0.9953996135081068
2005-03-07,0.995267110694352
2005-03-08,0.994393828501188
2005-03-10,0.9948246295593928
2005-03-11,0.9944824647626368
2005-03-14,0.993322344571314
2005-03-15,0.990921075630226
2005-03-16,0.9862555681219694
2005-03-17,0.977913755205314
2005-03-18,0.9732038043068548
2005-03-21,0.9707287694764614
2005-03-22,0.9707464608611918
2005-03-23,0.9659882718237132
2005-03-24,0.9703541148527804
2005-03-29,0.9753129525212072
2005-03-30,0.9760466363641777
2005-03-31,0.9736603063354096
2005-04-01,0.9704094915902708
2005-04-04,0.9670996247900662
2005-04-05,0.9718386882612878
2005-04-06,0.972048974057366
2005-04-07,0.967993486802954
2005-04-08,0.9584710090995674
2005-04-11,0.9443871007426342
2005-04-12,0.9228265714303784
2005-04-13,0.8945464540332194
2005-04-14,0.8839501506494958
2005-04-15,0.8666633021825038
2005-04-18,0.836523153738243
2005-04-19,0.8257398405429195
2005-04-20,0.79849266275353
2005-04-21,0.7606392261648535
2005-04-22,0.7258352629398609
2005-04-25,0.666325590109949
2005-04-26,0.5524953804471143
2005-04-28,0.6601950956002451
2005-04-29,0.5662512560187208
2005-05-03,0.5075212068483808
2005-05-04,0.5426786381648676
2005-05-05,0.5654908049631231
2005-05-06,0.5842226433130944
2005-05-09,0.5972599371916794
2005-05-10,0.6412826189935569
2005-05-11,0.6694436542883326
2005-05-12,0.677046371323204
2005-05-13,0.6684536652908797
2005-05-16,0.7064633587690494
2005-05-17,0.7500153103322923
2005-05-18,0.7693671541764525
2005-05-19,0.8002172594425716
2005-05-20,0.8153718642637117
2005-05-23,0.8475405774051709
2005-05-24,0.8638622142094823
2005-05-25,0.8678896228518355
2005-05-26,0.8669182979445118
2005-05-27,0.8978329957253481
2005-05-30,0.9139299954145093
2005-05-31,0.9313239248094486
2005-06-01,0.9544654384096578
2005-06-02,0.9689903541263172
2005-06-03,0.978629753438914
2005-06-06,0.9834939535743104
2005-06-07,0.9853759825585178
2005-06-08,0.9895515365513904
2005-06-09,0.9912668237885898
2005-06-10,0.9912642838972724
2005-06-13,0.9894825442646163
2005-06-14,0.992564080512742
2005-06-15,0.9939894372880592
2005-06-17,0.9943878405812798
2005-06-20,0.994971563808729
2005-06-21,0.9947038722808242
2005-06-22,0.9938935704781582
2005-06-23,0.9918952921269472
2005-06-24,0.9887413470865708
2005-06-27,0.9915872013841645
2005-06-28,0.9934305136435791
2005-06-29,0.9939414593254328
2005-06-30,0.994872234101308
2005-07-01,0.99525613536873
2005-07-04,0.9955539046167636
2005-07-05,0.9955757013405162
2005-07-06,0.995067328417325
2005-07-07,0.9936673290865686
2005-07-08,0.9930858955210532
2005-07-11,0.9941534577602444
2005-07-12,0.9941941559346802
2005-07-13,0.9934172125806936
2005-07-14,0.994348687713094
2005-07-15,0.9949973572256958
2005-07-18,0.99574219252003
2005-07-19,0.995932508661645
2005-07-20,0.9963254905081216
2005-07-21,0.9962732566823772
2005-07-22,0.9957751612200488
2005-07-25,0.9953973405243944
2005-07-26,0.9952312962886904
2005-07-27,0.995637386694462
2005-07-28,0.9955197950786354
2005-07-29,0.9952875360612288
2005-08-01,0.9955929222022384
2005-08-02,0.9952808234168844
2005-08-03,0.9953859954900806
2005-08-04,0.9956748503406448
2005-08-05,0.995332183238722
2005-08-08,0.9943061850956216
2005-08-09,0.9939627932646103
2005-08-10,0.9938666862653912
2005-08-11,0.9926563417672728
2005-08-12,0.9899093834437488
2005-08-15,0.9849902654835224
2005-08-16,0.9766150348858365
2005-08-17,0.9708397293526204
2005-08-18,0.974038153115578
2005-08-19,0.9744088084257414
2005-08-22,0.974113504377604
2005-08-23,0.9694584945374222
2005-08-24,0.9590102318845034
2005-08-25,0.9676967751853937
2005-08-26,0.9718358954552172
2005-08-29,0.9753145750747194
2005-08-30,0.9749610714556366
2005-08-31,0.97025883521329
2005-09-01,0.963475118992184
2005-09-02,0.9668183999015012
2005-09-05,0.9672038813215548
2005-09-06,0.96576824571645
2005-09-07,0.964528721628608
2005-09-08,0.9588485660368236
2005-09-09,0.9514568368164136
2005-09-12,0.9347461644817202
2005-09-13,0.9168072684518268
2005-09-14,0.8965496184541973
2005-09-15,0.8564456297211233
2005-09-16,0.8110843287387342
2005-09-19,0.7879646819009223
2005-09-20,0.7454383780322292
2005-09-21,0.6987828639922726
2005-09-22,0.617149226791821
2005-09-23,0.5762135347481302
2005-09-26,0.5172374075755393
2005-09-27,0.5013057713555183
2005-09-28,0.5384213085124313
2005-09-29,0.5712743131640898
2005-09-30,0.6404454707893168
2005-10-03,0.700240446341843
2005-10-04,0.7284575456960664
2005-10-05,0.7892406789898739
2005-10-06,0.8678753687587081
2005-10-07,0.8779466355152596
2005-10-10,0.886209998172915
2005-10-11,0.910747425474558
2005-10-12,0.9388365343388796
2005-10-13,0.995489304347438
2005-10-14,0.9965945407719494
2005-10-17,0.9962394924090218
2005-10-18,0.9956140999130592
2005-10-19,0.9970974789018724
2005-10-20,0.9971360202947936
2005-10-21,0.9971675380168046
2005-10-24,0.9973990299594474
2005-10-25,0.9940543911192958
2005-10-26,0.994258880587342
2005-10-27,0.9854254716864528
2005-10-28,0.970936892943695
2005-10-31,0.9665167053686928
2005-11-01,0.9610855202318658
2005-11-02,0.9613719739422923
2005-11-03,0.9708750176327976
2005-11-04,0.9458244783778068
2005-11-07,0.9309047432452904
2005-11-08,0.91987521778367
2005-11-09,0.850067818532734
2005-11-10,0.8156300480248874
2005-11-11,0.7820166326552198
2005-11-14,0.7656050843909298
2005-11-15,0.7056035842709073
2005-11-16,0.6609705194269665
2005-11-17,0.6006153190452834
2005-11-18,0.5510582448735513
2005-11-21,0.5059746095171184
2005-11-22,0.5139057296630335
2005-11-23,0.5375983393683017
2005-11-24,0.5447499611827199
2005-11-25,0.5581867883336461
2005-11-28,0.5687178708431062
2005-11-29,0.5755542758438665
2005-11-30,0.5850885229085848
2005-12-01,0.6615803720637823
2005-12-02,0.6997179454437116
2005-12-05,0.7254501318752529
2005-12-06,0.7400475140201165
2005-12-07,0.7476676539116434
2005-12-08,0.7839473944145097
2005-12-09,0.8018717194641541
2005-12-12,0.8130678638041168
2005-12-13,0.8243449538214456
2005-12-14,0.8460171228961787
2005-12-15,0.8527678508043542
2005-12-19,0.8632075117543471
2005-12-20,0.8760743177682649
2005-12-21,0.8858025203543548
2005-12-22,0.8893883248977903
2005-12-23,0.8886424789010791
2005-12-27,0.8772646794787824
2005-12-28,0.8656543202697703
2005-12-29,0.8751335183393348
2005-12-30,0.8748025116707229
2006-01-03,0.8684076290234374
2006-01-04,0.8732480446071124
2006-01-05,0.8666076032832511
2006-01-06,0.8655213938898845
2006-01-09,0.8595970527395476
2006-01-10,0.8434651048001269
2006-01-11,0.8222859636393905
2006-01-12,0.7837606588120428
2006-01-13,0.713116068701232
2006-01-16,0.5870981632946914
2006-01-17,0.5329093517294716
2006-01-18,0.5594841702081478
2006-01-19,0.7298750414266859
2006-01-20,0.737091956665625
2006-01-23,0.7552092661972173
2006-01-24,0.7856408185353057
2006-01-25,0.8150978870329849
2006-01-26,0.8391684732952025
2006-01-27,0.8754235535497296
2006-01-30,0.8884714210094066
2006-01-31,0.9082860621120836
2006-02-01,0.9411882150915518
2006-02-02,0.9587736920704256
2006-02-03,0.9957240096994284
2006-02-06,0.9947848076290156
2006-02-07,0.9944356223510684
2006-02-08,0.9961120209641134
2006-02-09,0.9945111823157796
2006-02-10,0.993765665576465
2006-02-13,0.9957845980801168
2006-02-14,0.9923541686141856
2006-02-15,0.9887934059279304
2006-02-16,0.9894247633602752
2006-02-17,0.9936422970608229
2006-02-20,0.96918692015082
2006-02-21,0.9579355544653948
2006-02-22,0.9538646390227442
2006-02-23,0.9562072061213548
2006-02-24,0.9673839895082568
2006-02-27,0.977429780561338
2006-02-28,0.9919421331054732
2006-03-02,0.9898971291042654
2006-03-03,0.9863272112105586
2006-03-06,0.9858261958179132
2006-03-07,0.989161840033073
2006-03-08,0.9870671827799606
2006-03-09,0.9875561683118326
2006-03-10,0.9858127562407716
2006-03-13,0.9872504987024424
2006-03-14,0.9903628004146522
2006-03-15,0.9886467325534042
2006-03-16,0.9643025848083868
2006-03-17,0.9518302548195686
2006-03-20,0.9432472402347866
2006-03-22,0.9205045079087516
2006-03-23,0.8986771429525923
2006-03-24,0.885525202328793
2006-03-27,0.8810235400048005
2006-03-28,0.8876909682281648
2006-03-29,0.8861930215597611
2006-03-30,0.8958001094542728
2006-03-31,0.8855220038124711
2006-04-03,0.7993380511321456
2006-04-04,0.5006206316520727
2006-04-05,0.6844526835106384
2006-04-06,0.7825471776041567
2006-04-07,0.8396965959169235
2006-04-10,0.8708567236530237
