date,Risk-On,Risk-Off,Stagflation
2021-04-26,0.5369491610463484,0.46297995302908584,7.088592456568315e-05
2021-04-28,0.5278473086386544,0.4720672799708696,8.541139047596864e-05
2021-04-29,0.49591001287222153,0.5039633090059521,0.0001266781218263933
2021-04-30,0.4455357229729337,0.5542723990090591,0.00019187801800709818
2021-05-03,0.37881654220320393,0.6208940537473719,0.00028940404942422453
2021-05-04,0.2803296487243037,0.7191634609987908,0.000506890276905642
2021-05-06,0.14980091506526155,0.8492474291232385,0.0009516558115002791
2021-05-07,0.13001042341238359,0.8692413488493123,0.000748227738304526
2021-05-10,0.11574757425747981,0.8836626630326397,0.0005897627098806966
2021-05-12,0.08475524133089953,0.9146153400249436,0.0006294186441572545
2021-05-13,0.07147850875347675,0.9278976007543166,0.0006238904922068095
2021-05-14,0.10758606443704705,0.8920128846554706,0.00040105090748283537
2021-05-17,0.125673682638158,0.8740187688675309,0.0003075484943113506
2021-05-18,0.1374672812811274,0.8622694087530419,0.0002633099658311469
2021-05-19,0.13449916804303697,0.8651959657063233,0.0003048662506400484
2021-05-20,0.28395457524647283,0.7158722931720889,0.00017313158143875747
2021-05-21,0.36770868039303317,0.6321750517589717,0.00011626784799550975
2021-05-24,0.40925768417751274,0.5906453040446812,9.701177780660493e-05
2021-05-26,0.42792047816368656,0.5719791414523746,0.00010038038393938041
2021-05-27,0.4265028638904198,0.5733629903511591,0.00013414575842179
2021-05-28,0.4239685354988134,0.5758723691491219,0.0001590953520654233
2021-06-01,0.41140287808853815,0.5883850180420179,0.00021210386944465833
2021-06-02,0.46297092543367896,0.53689814871898,0.000130925847341645
2021-06-03,0.4850149571299838,0.5148849497156772,0.00010009315433936897
2021-06-04,0.6734372247376172,0.32651825152822384,4.452373415933304e-05
2021-06-07,0.7742946411685757,0.22568051056517552,2.4848266249026542e-05
2021-06-08,0.8366844231017735,0.16329832275729786,1.7254140928922074e-05
2021-06-09,0.8686584115814262,0.13132626337769382,1.53250408801091e-05
2021-06-11,0.8833706284214362,0.11661247071484383,1.6900863720230423e-05
2021-06-14,0.8861977385522648,0.11377943313656104,2.2828311174196096e-05
2021-06-15,0.878497938561904,0.121465568535304,3.649290279205271e-05
2021-06-17,0.8737581982060033,0.12620046225015275,4.133954384407044e-05
2021-06-18,0.8753228884757416,0.12463995300855037,3.715851570832869e-05
2021-06-21,0.9000401439046153,0.09993757685826568,2.2279237119141943e-05
2021-06-22,0.911013169251315,0.08896859982384868,1.8230924836431884e-05
2021-06-23,0.9120411026033097,0.08793809290487062,2.080449181969313e-05
2021-06-24,0.9044408592653165,0.09552985440228545,2.92863323980112e-05
2021-06-25,0.8888500212288204,0.11110815680794267,4.182196323690014e-05
2021-06-28,0.8567761100734257,0.14314920866715497,7.468125941930815e-05
2021-06-29,0.8098941387076884,0.1899781199139258,0.00012774137838595563
2021-06-30,0.759659036993707,0.24017481630249193,0.00016614670380123408
2021-07-01,0.6875700031460844,0.3121674594549617,0.0002625373989540576
2021-07-02,0.5617259468444132,0.4377190747427452,0.0005549784128417166
2021-07-06,0.3511792179168804,0.6474035816215418,0.0014172004615779067
2021-07-07,0.13637041408936415,0.8608560396921365,0.0027735462184991814
2021-07-08,0.008965882422314513,0.9873437395443626,0.003690378033323059
2021-07-09,0.008264570751207498,0.9889016207127774,0.002833808536015126
2021-07-12,0.011999003584303943,0.9860125457963527,0.0019884506193432088
2021-07-13,0.016112074122069765,0.9824837832115628,0.0014041426663673304
2021-07-14,0.014068176669569638,0.984723677134582,0.0012081461958484419
2021-07-15,0.011359936213353421,0.987508784582869,0.0011312792037777642
2021-07-16,0.003594338337832961,0.9950933051844946,0.0013123564776726577
2021-07-19,0.0010547676677780701,0.9974900908102476,0.001455141521974606
2021-07-20,0.016171399109969016,0.9827907018460156,0.001037899044015609
2021-07-21,0.03657350127772331,0.9626955648899691,0.0007309338323077234
2021-07-22,0.06149038625647227,0.9379955224762886,0.00051409126723931
2021-07-23,0.08962203999555904,0.9100157239038325,0.00036223610060848703
2021-07-26,0.11025752735735729,0.889461307518234,0.0002811651244089252
2021-07-27,0.11520081449224286,0.8845100706757525,0.0002891148320053132
2021-07-28,0.12714759715912838,0.8725541119304763,0.00029829091039596466
2021-07-29,0.17462601370884345,0.825140632864516,0.0002333534266412305
2021-07-30,0.264826680362792,0.7350213414692393,0.00015197816796927582
2021-08-02,0.34927888984192496,0.6506161666210857,0.00010494353699012743
2021-08-03,0.39533832126993856,0.6045741740754749,8.75046545874288e-05
2021-08-04,0.4171464748752466,0.5827661927018929,8.733242286139817e-05
2021-08-05,0.418842244589681,0.5810521228433498,0.00010563256697002892
2021-08-06,0.4193364361311762,0.5805460914423269,0.00011747242649778842
2021-08-10,0.4019219499751175,0.5979154798129368,0.00016257021194666067
2021-08-11,0.40409669161147455,0.5957703447808278,0.0001329636076987648
2021-08-12,0.3872558761908977,0.6125986472952372,0.00014547651386639487
2021-08-13,0.3502188718068177,0.649578056891347,0.00020307130183663287
2021-08-16,0.27494439919904584,0.7246706026394277,0.0003849981615278023
2021-08-17,0.21242250185169181,0.7870318805670632,0.0005456175812463102
2021-08-18,0.0916182579006855,0.9072242546903158,0.001157487408999972
2021-08-19,0.05859743757664761,0.94013573162923,0.0012668307941234177
2021-08-20,0.19743241764216685,0.8019152592720407,0.0006523230857935487
2021-08-23,0.27238985570711294,0.7272174435008214,0.00039270079206682083
2021-08-24,0.35359140565893377,0.6461754203034971,0.00023317403757060532
2021-08-25,0.4189488772170361,0.5809061785150602,0.00014494426790528356
2021-08-26,0.4496473151397311,0.550239608173259,0.0001130766870114524
2021-08-27,0.46761118456335615,0.5322851050209678,0.00010371041567756569
2021-08-30,0.474896516888516,0.525000131381294,0.00010335173019173925
2021-08-31,0.48813634855493193,0.5117726206346216,9.103081044818232e-05
2021-09-01,0.4836894380567292,0.5162122742430538,9.828770021863144e-05
2021-09-02,0.472232974953113,0.5276592482250626,0.0001077768218261089
2021-09-03,0.4446113863471445,0.5552496490669159,0.0001389645859414143
2021-09-06,0.3950983134698303,0.60469141515905,0.00021027137112127785
2021-09-07,0.3008440921833871,0.6987393519644427,0.0004165558521720187
2021-09-08,0.1345959184049725,0.8644291251901626,0.0009749564048667468
2021-09-09,0.0802824882462235,0.9186940344793634,0.0010234772744149353
2021-09-10,0.09595927924383675,0.9034373266772543,0.0006033940789107576
2021-09-13,0.09768253712704361,0.90189365403201,0.00042380884094832136
2021-09-14,0.08782503059771138,0.9118005632449545,0.0003744061573360464
2021-09-15,0.0705479229450749,0.929039278796371,0.00041279825855597456
2021-09-16,0.03220258395257396,0.967151973798361,0.0006454422490669424
2021-09-17,0.030015323036421612,0.9693812586338773,0.000603418329703187
2021-09-20,0.025528571341194475,0.9738028501962837,0.0006685784625241881
2021-09-21,0.08815617247980169,0.911390358199356,0.00045346932084438325
2021-09-22,0.18281729817985326,0.8168943401800988,0.00028836164005013404
2021-09-23,0.32720413657941466,0.6726296022480088,0.00016626117257854763
2021-09-27,0.47693156456962355,0.5229727518270505,9.568360332768848e-05
2021-09-28,0.5559030399926387,0.44402809780871394,6.886219864903297e-05
2021-09-29,0.6102327730745205,0.3897087999102305,5.842701525080225e-05
2021-09-30,0.6515897625615678,0.3483591625383088,5.107490012526166e-05
2021-10-01,0.6715294682322609,0.3284154513226299,5.50804451112023e-05
2021-10-04,0.6983226893393918,0.30162534417510145,5.196648550878246e-05
2021-10-05,0.7138478534163767,0.28609875730065926,5.338928296611057e-05
2021-10-06,0.7152531566106236,0.28468028674742235,6.655664195602168e-05
2021-10-07,0.7204846430081702,0.2794429552847034,7.240170712836084e-05
2021-10-08,0.7898663830720859,0.2100940328103036,3.9584117612768136e-05
2021-10-11,0.8252575342964089,0.174714780284415,2.7685419178408486e-05
2021-10-12,0.873912511049524,0.1260709444303872,1.6544520091301172e-05
2021-10-13,0.9016815712531271,0.09830563859517279,1.2790151702842296e-05
2021-10-14,0.9144161461331417,0.08557085137769165,1.300248916930968e-05
2021-10-15,0.9373515738824392,0.0626396497731805,8.776344382851961e-06
2021-10-18,0.9481407422779542,0.05185109916122454,8.158560823867996e-06
2021-10-19,0.9539294927191238,0.04606167595064501,8.831330233898757e-06
2021-10-20,0.9534403999290901,0.046547354942768356,1.2245128144098806e-05
2021-10-21,0.9462788330232337,0.05370087295568933,2.029402107954178e-05
2021-10-22,0.9500075673075687,0.04997797397029999,1.4458722133845583e-05
2021-10-25,0.9663344117699241,0.03365886099226671,6.727237811695211e-06
2021-10-26,0.9748947105581134,0.025100998786482268,4.2906554068037e-06
2021-10-27,0.9821120503529306,0.017885030568432884,2.91907863918355e-06
2021-10-28,0.9859026220929672,0.014094605160030046,2.772747005346042e-06
2021-10-29,0.9869448182655349,0.013051774365356164,3.4073691116057616e-06
2021-11-02,0.9869563305975322,0.013039350134016922,4.31926845367372e-06
2021-11-03,0.9851417567162509,0.014852167363651752,6.075920100203517e-06
2021-11-04,0.9849408325536579,0.015053564207876107,5.6032384686932755e-06
2021-11-05,0.9853708492240967,0.014623933772091088,5.217003815019304e-06
2021-11-08,0.984666795305314,0.015327189519268695,6.0151754201047735e-06
2021-11-09,0.9810173329155369,0.018973400787744402,9.266296721540251e-06
